BAcc_CN_1,ROCAUC_CN_1,BAcc_CN_2,ROCAUC_CN_2,BAcc_CN_3,ROCAUC_CN_3,BAcc_CN_4,ROCAUC_CN_4,BAcc_CN_5,ROCAUC_CN_5,Avg_BAcc_CN,Avg_ROCAUC_CN,BAcc_MCI_1,ROCAUC_MCI_1,BAcc_MCI_2,ROCAUC_MCI_2,BAcc_MCI_3,ROCAUC_MCI_3,BAcc_MCI_4,ROCAUC_MCI_4,BAcc_MCI_5,ROCAUC_MCI_5,Avg_BAcc_MCI,Avg_ROCAUC_MCI,Avg_BAcc,Avg_ROCAUC,Loss
94.29065743944638,98.0392156862745,80.54441260744987,86.97707736389685,86.08852755194218,95.27250828063836,69.96445497630333,77.9324644549763,75.9453781512605,84.20168067226889,81.36668614528045,88.48458929161099,83.41291061879296,92.6115900905817,84.60409300332151,92.00471445408763,87.29729729729732,94.77085781433607,89.39057698873334,96.80437009218164,88.9117610913113,95.65564704436524,86.72332779989128,94.36943589911047,84.04500697258587,91.42701259536074,0.39115230676596957
