BAcc_CN_1,ROCAUC_CN_1,BAcc_CN_2,ROCAUC_CN_2,BAcc_CN_3,ROCAUC_CN_3,BAcc_CN_4,ROCAUC_CN_4,BAcc_CN_5,ROCAUC_CN_5,Avg_BAcc_CN,Avg_ROCAUC_CN,BAcc_MCI_1,ROCAUC_MCI_1,BAcc_MCI_2,ROCAUC_MCI_2,BAcc_MCI_3,ROCAUC_MCI_3,BAcc_MCI_4,ROCAUC_MCI_4,BAcc_MCI_5,ROCAUC_MCI_5,Avg_BAcc_MCI,Avg_ROCAUC_MCI,Avg_BAcc,Avg_ROCAUC,Loss
93.42560553633218,94.65590157631681,86.83381088825216,91.48997134670486,89.97289972899728,95.5736224028907,82.94579383886258,87.88507109004739,88.40336134453781,91.59663865546219,88.3162942673964,92.2402410142844,79.05844155844156,83.37607770380879,83.11903996571304,89.08818172077575,82.73207990599298,88.82961222091656,87.62205530897917,93.97405257767156,86.32788496989063,92.6385645815411,83.77190034180347,89.58129776094276,86.04409730459994,90.91076938761358,0.39210065000543304
