BAcc_CN_1,ROCAUC_CN_1,BAcc_CN_2,ROCAUC_CN_2,BAcc_CN_3,ROCAUC_CN_3,BAcc_CN_4,ROCAUC_CN_4,BAcc_CN_5,ROCAUC_CN_5,Avg_BAcc_CN,Avg_ROCAUC_CN,BAcc_MCI_1,ROCAUC_MCI_1,BAcc_MCI_2,ROCAUC_MCI_2,BAcc_MCI_3,ROCAUC_MCI_3,BAcc_MCI_4,ROCAUC_MCI_4,BAcc_MCI_5,ROCAUC_MCI_5,Avg_BAcc_MCI,Avg_ROCAUC_MCI,Avg_BAcc,Avg_ROCAUC,Loss
82.4875048058439,93.69473279507883,71.83381088825213,82.90830945558739,80.71364046973801,84.25173140620295,77.2585900473934,84.12322274881517,74.55882352941178,82.56302521008404,77.37047394812784,85.50820432315368,76.46103896103895,84.63385354141656,80.0096432015429,88.96389156755598,79.10105757931848,87.96709753231494,85.19972686923866,91.24274496415158,83.75322600467004,89.7751013887182,80.9049385231618,88.51653779883145,79.13770623564483,87.01237106099256,0.4925719972409425
