BAcc_CN_1,ROCAUC_CN_1,BAcc_CN_2,ROCAUC_CN_2,BAcc_CN_3,ROCAUC_CN_3,BAcc_CN_4,ROCAUC_CN_4,BAcc_CN_5,ROCAUC_CN_5,Avg_BAcc_CN,Avg_ROCAUC_CN,BAcc_MCI_1,ROCAUC_MCI_1,BAcc_MCI_2,ROCAUC_MCI_2,BAcc_MCI_3,ROCAUC_MCI_3,BAcc_MCI_4,ROCAUC_MCI_4,BAcc_MCI_5,ROCAUC_MCI_5,Avg_BAcc_MCI,Avg_ROCAUC_MCI,Avg_BAcc,Avg_ROCAUC,Loss
88.04306036139947,97.07804690503652,83.61747851002866,88.98280802292263,83.60433604336042,87.32309545317676,76.74022511848345,83.17535545023696,72.563025210084,80.16806722689076,80.91362504867121,87.34547461165273,73.99732620320854,82.49481610826149,77.38883531554697,85.83092253294761,82.56756756756756,89.27614571092832,83.62581085694775,92.19528849436668,85.40924173528327,89.47400761951579,80.59775633571081,87.85423609320397,80.75569069219101,87.59985535242835,0.4893748868113533
