BAcc_CN_1,ROCAUC_CN_1,BAcc_CN_2,ROCAUC_CN_2,BAcc_CN_3,ROCAUC_CN_3,BAcc_CN_4,ROCAUC_CN_4,BAcc_CN_5,ROCAUC_CN_5,Avg_BAcc_CN,Avg_ROCAUC_CN,BAcc_MCI_1,ROCAUC_MCI_1,BAcc_MCI_2,ROCAUC_MCI_2,BAcc_MCI_3,ROCAUC_MCI_3,BAcc_MCI_4,ROCAUC_MCI_4,BAcc_MCI_5,ROCAUC_MCI_5,Avg_BAcc_MCI,Avg_ROCAUC_MCI,Avg_BAcc,Avg_ROCAUC,Loss
90.6574394463668,95.50173010380622,77.90114613180515,86.27507163323781,73.80307136404694,76.8142125865703,69.72748815165879,78.4063981042654,67.37394957983192,72.26890756302521,75.89261893474192,81.85326399818099,69.27998472116118,77.25090036014404,69.69891781849348,80.88931747562413,71.73325499412458,85.06933019976499,78.09149880505292,87.00238989416182,74.17352832739338,85.375445495883,72.59543693324511,83.11747668511559,74.24402793399352,82.48537034164829,0.582801525036957
